# Name : TDRS13
# Contents : BW, DELAY
0, 1.492495606
30, 1.492595323
60, 1.4926945253333332
90, 1.4927932126666668
120, 1.4928913843333333
150, 1.4929890406666666
180, 1.493086181
210, 1.4931828053333334
240, 1.493278913
270, 1.493374504
300, 1.4934695776666667
330, 1.493564134
360, 1.4936581726666667
390, 1.4937516936666666
420, 1.493844696
450, 1.4939371803333332
480, 1.4940291453333332
510, 1.4941205916666667
540, 1.4942115183333333
570, 1.4943019256666668
600, 1.494391813
630, 1.4944811803333333
660, 1.494570027
690, 1.494658353
720, 1.494746158
750, 1.494833442
780, 1.4949202043333334
810, 1.495006445
840, 1.4950921636666665
870, 1.49517736
900, 1.4952620336666667
930, 1.4953461846666667
960, 1.4954298126666667
990, 1.4955129176666666
1020, 1.4955954986666666
1050, 1.4956775563333333
1080, 1.4957590896666666
1110, 1.495840099
1140, 1.4959205836666667
1170, 1.4960005436666668
1200, 1.4960799786666665
1230, 1.4961588883333332
1260, 1.4962372726666668
1290, 1.4963151313333334
1320, 1.4963924640000001
1350, 1.4964692706666667
1380, 1.496545551
1410, 1.4966213046666668
1440, 1.4966965316666667
1470, 1.4967712316666666
1500, 1.4968454043333332
1530, 1.4969190493333333
1560, 1.4969921670000002
1590, 1.4970647566666668
1620, 1.497136818
1650, 1.4972083513333334
1680, 1.4972793560000002
1710, 1.497349832
1740, 1.497419779
1770, 1.4974891966666668
1800, 1.4975580853333335
1830, 1.4976264443333331
1860, 1.4976942736666667
1890, 1.497761573
1920, 1.497828342
1950, 1.4978945810000002
1980, 1.4979602893333333
2010, 1.4980254670000002
2040, 1.4980901136666667
2070, 1.4981542293333334
2100, 1.498217814
2130, 1.498280867
2160, 1.4983433883333335
2190, 1.498405378
2220, 1.4984668356666668
2250, 1.498527761
2280, 1.4985881540000001
2310, 1.4986480146666668
2340, 1.4987073426666668
2370, 1.498766138
2400, 1.4988244
2430, 1.498882129
2460, 1.4989393246666667
2490, 1.498995987
2520, 1.4990521156666667
2550, 1.4991077103333335
2580, 1.4991627710000002
2610, 1.4992172976666667
2640, 1.4992712903333334
2670, 1.4993247483333334
2700, 1.4993776716666667
2730, 1.4994300603333333
2760, 1.4994819143333333
2790, 1.4995332333333333
2820, 1.499584017
2850, 1.4996342656666668
2880, 1.4996839786666667
2910, 1.4997331563333334
2940, 1.499781798
2970, 1.4998299043333332
