# Name : Goddard
# Contents : BW, DELAY
0, 1.360986634
30, 1.361032366
60, 1.361078091
90, 1.3611238090000002
120, 1.36116952
150, 1.3612152236666666
180, 1.36126092
210, 1.361306609
240, 1.36135229
270, 1.3613979633333335
300, 1.3614436286666667
330, 1.361489286
360, 1.3615349350000001
390, 1.3615805756666666
420, 1.3616262076666665
450, 1.3616718313333334
480, 1.3617174456666665
510, 1.3617630513333334
540, 1.361808648
570, 1.3618542353333334
600, 1.361899813
630, 1.3619453813333333
660, 1.36199094
690, 1.3620364889999999
720, 1.3620820280000001
750, 1.3621275566666666
780, 1.3621730753333332
810, 1.3622185833333333
840, 1.362264081
870, 1.3623095680000001
900, 1.3623550439999998
930, 1.3624005093333333
960, 1.3624459633333332
990, 1.3624914063333333
1020, 1.3625368376666667
1050, 1.3625822576666666
1080, 1.3626276659999998
1110, 1.3626730623333332
1140, 1.362718447
1170, 1.3627638193333333
1200, 1.3628091796666666
1230, 1.3628545273333335
1260, 1.3628998626666669
1290, 1.3629451853333334
1320, 1.362990495
1350, 1.363035792
1380, 1.363081076
1410, 1.3631263463333332
1440, 1.3631716036666666
1470, 1.3632168473333335
1500, 1.3632620773333333
1530, 1.3633072936666668
1560, 1.363352496
1590, 1.3633976843333333
1620, 1.3634428583333333
1650, 1.3634880183333333
1680, 1.3635331633333334
1710, 1.363578294
1740, 1.36362341
1770, 1.3636685106666668
1800, 1.3637135966666667
1830, 1.3637586673333333
1860, 1.3638037226666668
1890, 1.3638487626666667
1920, 1.3638937866666667
1950, 1.3639387953333333
1980, 1.3639837876666667
2010, 1.3640287643333333
2040, 1.3640737246666665
2070, 1.3641186686666666
2100, 1.3641635963333334
2130, 1.3642085073333332
2160, 1.3642534016666665
2190, 1.364298279
2220, 1.3643431393333332
2250, 1.3643879826666667
2280, 1.3644328086666666
2310, 1.364477617
2340, 1.364522408
2370, 1.3645671813333333
2400, 1.3646119366666667
2430, 1.364656674
2460, 1.3647013933333334
2490, 1.3647460943333334
2520, 1.364790777
2550, 1.364835441
2580, 1.3648800863333335
2610, 1.364924713
2640, 1.3649693206666667
2670, 1.365013909
2700, 1.3650584783333335
2730, 1.365103028
2760, 1.3651475586666668
2790, 1.3651920693333333
2820, 1.3652365603333334
2850, 1.3652810313333335
2880, 1.3653254823333334
2910, 1.3653699129999999
2940, 1.3654143233333333
2970, 1.3654587133333334
3000, 1.3655030826666665
3030, 1.3655474313333333
3060, 1.365591759
3090, 1.3656360656666666
3120, 1.3656803513333333
3150, 1.3657246153333333
3180, 1.3657688583333332
3210, 1.3658130793333334
3240, 1.365857279
3270, 1.3659014566666665
3300, 1.3659456123333333
3330, 1.365989746
3360, 1.3660338573333335
3390, 1.366077946
3420, 1.3661220126666667
3450, 1.3661660563333333
3480, 1.3662100773333332
3510, 1.3662540753333332
3540, 1.3662980503333333
3570, 1.366342002
3600, 1.3663859303333332
3630, 1.3664298353333333
3660, 1.3664737166666667
3690, 1.3665175743333333
3720, 1.366561408
3750, 1.3666052176666668
3780, 1.3666490033333334
3810, 1.3666927646666667
3840, 1.3667365013333332
3870, 1.3667802136666667
3900, 1.3668239013333334
3930, 1.3668675643333332
3960, 1.366911202
3990, 1.3669548146666666
4020, 1.3669984023333333
4050, 1.3670419646666667
4080, 1.3670855013333332
4110, 1.3671290123333333
4140, 1.3671724976666668
4170, 1.367215957
4200, 1.3672593903333332
4230, 1.3673027976666667
4260, 1.3673461786666665
4290, 1.3673895333333332
4320, 1.3674328613333335
4350, 1.3674761623333331
4380, 1.3675194370000001
4410, 1.3675626846666666
4440, 1.367605905
4470, 1.3676490983333334
4500, 1.367692264
4530, 1.3677354023333335
4560, 1.3677785133333333
4590, 1.3678215963333333
4620, 1.3678646513333332
4650, 1.3679076786666666
4680, 1.3679506776666666
4710, 1.3679936483333333
4740, 1.3680365906666667
4770, 1.3680795046666667
4800, 1.3681223896666668
4830, 1.3681652463333334
4860, 1.3682080736666669
4890, 1.3682508720000002
4920, 1.3682936413333333
4950, 1.368336381
4980, 1.3683790916666665
5010, 1.3684217723333334
5040, 1.3684644236666665
5070, 1.3685070449999999
5100, 1.3685496363333334
5130, 1.3685921976666666
5160, 1.3686347286666667
5190, 1.3686772293333334
5220, 1.3687196996666668
5250, 1.3687621393333333
5280, 1.3688045483333333
5310, 1.3688469263333332
5340, 1.3688892733333333
5370, 1.3689315893333334
5400, 1.3689738740000001
5430, 1.3690161273333332
5460, 1.369058349
5490, 1.369100539
5520, 1.3691426973333334
5550, 1.369184824
5580, 1.3692269183333332
5610, 1.3692689806666667
5640, 1.3693110106666668
