# Name : TDRS3
# Contents : BW, DELAY
0, 1.4431725353333333
30, 1.4434200389999998
60, 1.4436671986666667
90, 1.4439140126666667
120, 1.4441604806666666
150, 1.4444066016666668
180, 1.444652375
210, 1.4448977993333334
240, 1.4451428739999999
270, 1.4453875983333333
300, 1.4456319713333332
330, 1.4458759916666666
360, 1.4461196593333332
390, 1.446362973
420, 1.4466059316666666
450, 1.4468485346666666
480, 1.4470907813333334
510, 1.4473326706666667
540, 1.4475742013333335
570, 1.4478153733333334
600, 1.4480561853333334
630, 1.4482966363333332
660, 1.4485367256666668
690, 1.4487764526666667
720, 1.4490158163333333
750, 1.4492548156666667
780, 1.4494934503333332
810, 1.4497317186666667
840, 1.4499696206666668
870, 1.450207155
900, 1.450444321
930, 1.4506811176666665
960, 1.4509175443333333
990, 1.4511536003333334
1020, 1.4513892846666667
1050, 1.4516245963333334
1080, 1.4518595346666667
1110, 1.4520940990000002
1140, 1.452328288
1170, 1.4525621016666668
1200, 1.4527955383333333
1230, 1.4530285976666666
1260, 1.4532612786666668
1290, 1.453493581
1320, 1.453725503
1350, 1.4539570446666665
1380, 1.4541882046666665
1410, 1.4544189823333333
1440, 1.4546493766666668
1470, 1.4548793876666666
1500, 1.4551090133333335
1530, 1.455338254
1560, 1.455567108
1590, 1.4557955753333334
1620, 1.4560236543333334
1650, 1.4562513446666667
1680, 1.4564786456666667
1710, 1.4567055563333333
1740, 1.456932076
1770, 1.457158204
1800, 1.457383939
1830, 1.4576092806666667
1860, 1.4578342283333334
1890, 1.4580587809999999
1920, 1.4582829376666666
1950, 1.4585066979999999
1980, 1.458730061
2010, 1.4589530259999999
2040, 1.459175592
2070, 1.4593977583333333
2100, 1.4596195243333332
2130, 1.4598408889999999
2160, 1.4600618520000002
2190, 1.4602824123333333
2220, 1.460502569
2250, 1.4607223216666667
2280, 1.4609416693333332
2310, 1.461160611
2340, 1.4613791463333334
2370, 1.4615972746666666
2400, 1.4618149946666665
2430, 1.4620323063333334
2460, 1.4622492083333334
2490, 1.4624657
2520, 1.4626817806666665
2550, 1.4628974496666667
2580, 1.4631127063333333
2610, 1.4633275496666667
2640, 1.4635419790000002
2670, 1.463755994
2700, 1.4639695933333334
2730, 1.4641827763333333
2760, 1.464395543
2790, 1.4646078916666667
2820, 1.4648198220000002
2850, 1.4650313333333334
2880, 1.465242425
2910, 1.465453096
2940, 1.465663346
2970, 1.4658731736666666
3000, 1.466082579
3030, 1.466291561
3060, 1.4665001186666666
3090, 1.4667082516666667
3120, 1.466915959
3150, 1.4671232403333334
3180, 1.4673300946666668
3210, 1.4675365213333333
3240, 1.4677425196666667
3270, 1.4679480886666667
3300, 1.4681532283333334
3330, 1.4683579373333333
3360, 1.4685622153333333
3390, 1.4687660613333333
3420, 1.4689694750000002
